,neg,neu,pos,compound,Full_News,Publisher,label,word_count
1090,0.11,0.763,0.126,0.5106,al counter opposition party street announces protest programme aug ruling awami league decided counter opposition party political field various democratic programme part decision awami league thursday announced countrywide demonstration programme august protest series bomb attack carried across country past bnp jamaat led regime august source said ruling party took decision bnp political party launched various protest programme government demanding resignation government formation non partisan caretaker government opposition party also observing various programme protesting price hike various commodity including fuel oil edible oil fertilizer increasing transportation cost well awami league general secretary obaidul quader also minister road transport bridge thursday statement announced protest programme scheduled held august statement obaidul quader asked leader activist awami league associate body make programme successful asked leader activist central committee district metropolitan upazila thana municipal union level well observe programme noted august bnp jamaat led government series bomb attack carried five hundred place across country since awami league observing day day protest serial bombing earlier august obaidul quader said lease political field anybody party street still want face street democratic way politically told journalist asked ongoing movement bnp opposition party meanwhile tofail ahmed one member awami league advisory council thursday urged party men central committee union level become organised ahead upcoming general election scheduled held tofail ahmed came call speaking view exchange meeting held district bhola meeting held presence leader unit awami league associate body district,Bangladesh Post,1,230
1091,0.0,0.888,0.112,0.8807,cabinet asks energy division explain fuel price hike cabinet thursday directed energy division give explanation people recent fuel price hike country directive given cabinet meeting presided prime minister sheikh hasina held bangladesh secretariat premier joined meeting virtually official residence ganabhaban cabinet colleague present meeting room cabinet division cabinet secretary khandker anwarul islam replying question press briefing meeting said cabinet informed energy ministry bangladesh petroleum corporation bpc disseminated medium detail fuel price energy ministry asked brief elaborately technical issue said adding bpc chairman already explained detail matter recent press briefing reply question government would come back stance cabinet secretary said ministry bpc make thing clear friday last diesel price increased taka taka per litre octane price taka taka petrol taka taka,Bangladesh Post,1,120
1092,0.132,0.731,0.137,-0.7003,fresh drug law card curb offence cabinet okay draft government going enact fresh law titled drug act tougher punishment order prevent malpractice production storage sale counterfeit adulterated medicine cabinet approved draft proposed law cabinet meeting held bangladesh secretariat thursday prime minister sheikh hasina joined virtual platform official residence ganobhaban presided meeting talking reporter meeting cabinet secretary khandker anwarul islam said draft law prepared provision harsher punishment drug related anomaly offence said highest punishment year imprisonment tk lakh penalty kept several section draft law maximum three year jail fine tk two lakh existing law according draft law person jailed year maximum fine tk lakh found guilty producing importing exporting storing selling counterfeit adulterated medicine well selling stolen government drug directorate general drug administration dgda instructed draft law remain vigilant regard ministry health family welfare prepared draft drug act following consultation government organisation stakeholder support directorate general drug administration dgda enactment fresh law drug act drug control ordinance merged updated reform national drug policy necessary making fresh law existing policy law relevant rule regulation become insufficient unable control monitor different system medicine manufacturing quality control sale distribution storage import export,Bangladesh Post,-1,188
1093,0.032,0.779,0.189,0.9764,pm pay homage bangabandhu tungipara prime minister sheikh hasina friday paid rich tribute offered prayer mausoleum father nation bangabandhu sheikh mujibur rahman tungipara paid tribute bangabandhu placing wreath grave friday morning laying wreath stood solemn silence time mark profound respect memory architect bangladesh independence pm press secretary ihsanul karim confirmed bs matter prime minister along family member also offered prayer mausoleum bangabandhu tungipara seeking eternal peace departed soul father nation martyr august carnage prayer also offered seeking divine blessing good health long life sheikh hasina family member well continued peace progress prosperity country radwan mujib siddiq bangabandhu grandson son sheikh rehana local awami league leader present prime minister reached tungipara gopalganj road crossing padma bridge second time since inauguration bridge june last earlier july year visited ancestral home gopalganj tungipara road first time crossing padma bridge premier left tungipara dhaka afternoon,Bangladesh Post,1,141
1094,0.076,0.825,0.098,0.8435,direct fuel oil unloading soon mother vessel installation single point mooring spm double pipeline major pipeline system pump imported fuel oil ship deep sea likely complete soon official said construction single point mooring almost complete bangladesh going enter new era energy management said state minister power energy mineral resource nasrul hamid state owned bangladesh petroleum corporation bpc undertook project save money time unloading fuel oil implemented bpc subsidiary eastern refinery limited erl moheshkhali cox bazar deep sea floating unloading facility set quick easy safe cost effective unloading imported oil directly ship subsea pipeline erl tank currently fuel oil imported unloaded mother vessel deep sea bay bengal small vessel supplied refinery tank pipeline take day unload one lakh tonne oil carrying ship state minister said unloading one lakh tonne oil carrying ship take hour launch spm reduce ship congestion chattogram port save tk crore year head fuel transportation cost besides increasing oil reserve capacity bangladesh added project official told bangladesh post project work could completed within stipulated time due various reason including covid pandemic delay process loan disbursement exim bank china lot progress expecting complete work year effort made said requesting anonymity bpc official said bpc signed contract chinese state run company china petroleum pipeline bureau cpp implementation project per deal cpp supposed implement project epc engineering procurement construction next month signing agreement demand fuel increasing day day bangladesh erl currently refines million tonne crude petroleum annually completion unit capacity increase million tonne spm annual unloading capacity nine million tonne able unload tonne crude oil hour tonne diesel hour single point mooring located west side maheshkhali island meter depth available sufficient docking large tanker dwt unloading crude oil hsd high speed diesel single point mooring done two separate inch pipeline offshore onshore stored storage tank maheshkhali crude oil hsd pumped erl two separate inch pipeline offshore onshore bp official said two separate line crude oil hsd eliminate significant product loss due contamination transported single pipeline ensure efficient continuous transport designed quantity product along entire transport chain project establish spm pipeline end manifold set km pipeline tank farm pumping station maheshkhali supervisory control data acquisition system well carry land acquisition offer compensation expert service put place fire fighting system related facility bpc official said despite growing demand oil country oil storage capacity increased much result even price oil decrease world market benefit cannot utilised construction storage along pipeline also increase oil storage capacity country said,Bangladesh Post,1,403
1095,0.006,0.894,0.1,0.9766,plan conserve water barind area government undertaken plan conserve water barind area increasing productivity ensuring food security sustainable agricultural management part government move project titled irrigation expansion project second phase proposed planning commission conserving water canal area total cost implementing project estimated tk crore project implemented use surface water area increase percent environment also improved use surface water irrigation facility hectare land plantation tree bank canal pond state minister planning shamsul alam said project consistent increasing productivity ensuring food security sustainable agricultural management one objective irrigation sub sector th five year plan besides project also line sustainable development goal integrated water management said project implemented possible increase irrigation facility agricultural production using surface water irrigation purpose project area official planning commission said project evaluation committee pec meeting held december last year receiving proposal ministry agriculture following recommendation given meeting project recommended present next meeting executive committee national economic council ecnec implemented barind multipurpose development authority bmda june approved according project proposal weather rajshahi chapainawabganj naogaon district located north western part country relatively dry temperature usually remains higher average rainfall irregular shortage surface water hand padma mahananda punarbhava rani barnai river abundant water monsoon water river stored used irrigation possible limit use underground water already possible bring hectare land well controlled irrigation first phase project irrigation expansion canal water conservation barind area taking consideration success project bmda inspected actual situation padma mahnanda punarbaba rani atrai barnai river ground marked area water throughout year suitable irrigation purpose proposed implement project extract water river store canal possible bring hectare land planned irrigation using canal water agricultural production main activity project excavation million cubic meter canal beels pond purchase installation set solar pump construction one pipe holding structure one box culvert dismantling km pipe line km road reconstruction line constructed,Bangladesh Post,1,296
1096,0.188,0.687,0.124,-0.8625,video show irrelevant fuel protest footage say reuters social medium user discussing august fuel hike protest bangladesh mistakenly shared unrelated footage suggesting according reuters fact check team video show people looking object fire street launching projectile police officer deploying tear gas bangladesh protest hard clash erupted several city government decided increase petrol price per cent diesel per cent effective midnight huge line reported petrol station bangladesh wrote one twitter user shared video aug tweet liked thousand time another iteration facebook includes caption bangladesh protest hard clash erupted several city government decided increase petrol diesel price bangladesh recently raised fuel price around per cent move trim country subsidy burden put pressure inflation already running per cent opposition party protesting hike however reverse image search show video unrelated demonstration reuters fact check team said video miscaptioned social medium video traced back may violent protest anti blasphemy law bangladesh may police engaged clash hardline islamist demanding law ban public mixing men woman among others,Bangladesh Post,-1,161
1097,0.0,0.922,0.078,0.7506,govt mull extending weekend educational institution education minister dr dipu moni friday said government considering extending weekend educational institution across country save electricity considering current situation country government mulling extending weekend educational institution save electricity said said addressing opening ceremony national conference dhaka national polytechnic institute teacher association held polytechnic institute auditorium city director general directorate bangladesh technical education dr md omar faruque president polytechnic teacher association md aman ullah khan general secretary akhtar hossain among others present,Bangladesh Post,1,78
1098,0.139,0.861,0.0,-0.9022,low lying area coastal district face flood risk fifteen low lying area coastal district offshore island char likely inundated tidal surge weather department said friday district satkhira khulna bagerhat jhalakathi pirojpur barguna patuakhali bhola barishal laxmipur chandpur noakhali feni chattogram cox bazar also squally weather may affect maritime port north bay bengal adjoining coastal area bangladesh according bangladesh meteorological department maritime port chattogram cox bazar mongla payra advised keep hoisting local cautionary signal fishing boat trawler north bay advised remain close coast proceed caution till notice,Bangladesh Post,-1,86
1099,0.208,0.733,0.059,-0.9902,hubby confesses killing female doctor dhaka hotel husband year old female doctor found dead dhaka hotel room confessed killing rapid action battalion rab said friday sustained interrogation rezaul karim reza told u took wife dr jannatul nayeem sritika hotel pretext celebrating birthday stabbed sliting throat said commander khandaker al moin director legal medium wing rab headquarters reza arrested thursday night member rab muradpur area chattogram city august sritika body recovered fifth floor room family service apartment panthapath area capital sritika undertaking gynaecology training dhaka medical college hospital dmch completing mbbs moghbazar community medical college next day case filed kalabagan police station accusing reza following complaint victim father reza work senior executive private company hail cox bazar rab recovered reza blood stained clothes mobile phone wife cell phone possession post arrest according reza confession reza sritika grew close meeting social medium got married secretly family informed marriage used meet different hotel city sritika reza often used fight latter extra marital affair counselling discussion matter failed resolve issue marital feud grew reza planned murder wife get rid said rab officer august reza took hotel celebrate birthday got planned fight stabbed sritika knife later slit throat according rab following crime accused left hotel room locking door outside fled chattogram bus said rab legal action accused underway said commander khandaker,Bangladesh Post,-1,216
1100,0.108,0.799,0.093,-0.5142,swiss envoy new yet updated fm foreign minister dr ak abdul momen friday said swiss bank want share information alleged laundered money bangladesh despite several request seem reluctant provide information told reporter sylhet adding inherent issue earlier swiss ambassador dhaka nathalie chuard said government bangladesh seek information swiss bank foreign minister however said bangladesh bank sought information individual swiss bank swiss envoy new yet updated foreign minister said said central bank mentioned name individual seeking information provided information one individual time sought information several time said replying question said switzerland bangladesh friend urged provide misinformation foreign minister also said certain group spreading panic baseless claim bangladesh see situation like sri lanka despite challenge bangladesh facing due global crisis said people leading happier life compared many country enough dollar reserve maintaining bit austerity considering future crisis said current situation,Bangladesh Post,-1,138
1101,0.233,0.662,0.105,-0.9684,covid death case hr two people died covid tested positive virus bangladesh hour friday morning country total fatality reached new number took caseload according directorate general health service dghs daily case positivity rate rose percent thursday percent sample tested mortality rate remained unchanged percent recovery rate rose percent thursday percent july country reported covid linked death case highest monthly death toll caseload since march year bangladesh registered highest daily caseload july last year daily fatality august year although current pandemic phase may characterised relatively low incidence risk hospitalisation death omicron variant remains highly transmissible potential surge highlight country cannot afford ease vaccinating population covid especially health care worker elderly comorbidities according world health organization,Bangladesh Post,-1,114
1102,0.084,0.822,0.094,-0.0516,first export wheat un deal two ship leave ukraine two ship left ukraine black sea port friday including one laden first ukrainian wheat exported un brokered deal turkey defence ministry said total ship departed ukraine past two week follows deal russia allow resumption grain export ukraine black sea port export stalled five month due war agreement brokered united nation along turkey deal reached last month amid fear loss ukrainian grain supply would lead severe food shortage even outbreak famine part world belize flagged sormovsky left ukraine chornomorsk port friday turkey defence ministry said carrying tonne wheat turkey north western tekirdag province first shipment wheat ukraine along russia accounted nearly third global wheat export feb moscow launched describes special operation demilitarise neighbour ukraine million tonne grain left last year crop year wheat harvest also estimated million tonne marshall island flagged star laura also departed port pivdennyi bound iran tonne corn aboard part un deal ship inspected istanbul joint coordination centre russia ukrainian turkish un personnel work razoni first ship depart ukraine deal docked turkey thursday headed egypt friday refinitiv ship tracker data showed initial buyer lebanon refused delivery due delay five month shipping agent toros managed razoni offloading turkey said thursday ship would drop tonne tonne load corn southern turkey mersin rest would go egypt rahmi yagci left ukraine tuesday istanbul anchored northern end istanbul bosphorus strait friday mustafa necati left italy sunday anchored southern end four vessel approved travel ukraine inspected jcc team istanbul turkey defence ministry said thursday ship arrived ukraine loaded immediately clear would leave un said number inbound ship expected grow grain sale agreed,Bangladesh Post,0,267
1103,0.083,0.795,0.122,0.8357,u indonesia australia hold drill amid china concern soldier u indonesia australia joined live fire drill friday part annual joint combat exercise sumatra island amid growing chinese maritime activity indo pacific region total personnel u indonesia australia japan singapore participating year exercise making largest since began expanded drill seen china threat chinese state medium accused u building indo pacific alliance similar nato limit china growing military diplomatic influence region united kingdom canada france india malaysia south korea new zealand papua new guinea east timor also sent observer exercise began early month u indo pacific commander adm john c aquilino aquilino said nation involved training signaling stronger tie china grows increasingly assertive claiming virtually entire south china sea hold exercise threatening self ruled taiwan destabilizing action people republic china applied threatening activity action taiwan exactly trying avoid said joint news conference indonesian military chief gen andika perkasa baturaja coastal town south sumatra province continue help deliver free open indo pacific ready need respond contingency aquilino said indonesia china enjoy generally positive tie jakarta expressed concern see chinese encroachment exclusive economic zone south china sea despite official position non claimant state contested south china sea indonesia dragged along territorial dispute since china claimed part indonesia exclusive economic zone northern region natuna island said connie rahakundini bakrie security analyst university indonesia edge exclusive economic zone overlap beijing unilaterally declared nine dash line demarking claim south china sea increased activity chinese coast guard vessel fishing boat area unnerved jakarta prompting indonesia navy conduct large drill july water around natuna southern portion south china sea indonesia see current exercise u deterrent defense natuna island washington drill part effort forge united front china military buildup south china sea bakrie said indonesia want send message fully prepared high intensity conflict south china sea area said joint combat exercise end sunday,Bangladesh Post,1,303
1104,0.162,0.764,0.074,-0.9962,european drought dry river kill fish shrivels crop river ran white dust thousand dead fish cover wide trench wind amid row tree france burgundy region tille river village lux dry cracked reservoir spain falling water level major artery like danube rhine po unprecedented drought afflicting nearly half european continent damaging farm economy forcing water restriction causing wildfire threatening aquatic specie significant rainfall almost two month western central southern europe dry period expected continue expert say could worst drought year climate change exacerbating condition hotter temperature speed evaporation thirsty plant take moisture reduced snowfall winter limit supply fresh water available irrigation summer europe alone crisis drought condition also reported east africa western united state northern mexico walked meter wide foot wide riverbed lux jean philippe couasn chief technician local federation fishing protection aquatic environment listed specie fish died tille heartbreaking said average liter gallon per second flowing zero liter area upstream trout freshwater specie able take shelter pool via fish ladder system available everywhere without rain river continue empty yes fish die trapped upstream downstream water coming oxygen level keep decreasing water volume go couasn said specie gradually disappear jean pierre sonvico regional head federation said diverting fish river help waterway also affected lead overcrowding death yes dramatic nothing said waiting hoping storm rain storm local count european commission joint research center warned week drought condition get worse potentially affect continent andrea toreti senior researcher european drought observatory said drought extreme similar event last year year think really worse next three month see still high risk dry condition western central europe well u k toreti said current situation result long period dry weather caused change world weather system said meteorologist peter hoffmann potsdam institute climate impact research near berlin summer feel said actually drought build across year climate change lessened temperature difference region sapping force drive jet stream normally brings wet atlantic weather europe said weaker unstable jet stream result unusually hot air coming europe north africa leading prolonged period heat reverse also true polar vortex cold air arctic cause freezing condition far south would normally reach hoffmann said observation recent year upper end existing climate model predicted drought caused european country impose restriction water usage shipping endangered rhine danube rhine could reach critical low level coming day making transport good including coal gasoline increasingly difficult danube authority serbia started dredging neighboring hungary wide part popular lake velence near budapest turned patch dried mud beaching small boat aeration water circulation equipment installed protect wildlife water quality deteriorated point ban swimming imposed one beach weekend stretch po italy longest river low barge boat sank decade ago resurfacing drought also affected southern england received average rainfall july firefighter battling unprecedented number grass fire people several area banned watering lawn river trust charity said england chalk stream allow underground spring bubble spongy layer rock drying endangering aquatic wildlife like kingfisher trout even country like spain portugal used long period without rain major consequence spanish region andalucia avocado farmer sacrifice hundred tree save others wilting vinuela reservoir malaga province dropped capacity year ago european farmer using water tap livestock area pond stream gone dry using litre gallon day per cow normally green burgundy home source paris seine river grass turned yellow brown tractor churn giant cloud dust baptiste colson owns dairy cow grows feed crop village moloy said animal suffering drought quality quantity milk decreasing year old head local jeunes agriculteurs young farmer union said forced dip winter supply fodder august biggest concern colson said eu corn production expected million ton last year sunflower production projected million ton lower according report p global commodity insight colson expects least drop corn yield major problem feeding cow know buy food cow continue producing milk said economic point view cost high,Bangladesh Post,-1,623
1105,0.072,0.712,0.215,0.9941,bangladesh expects objective appreciation un right chief visit michelle bachelet arrives today day trip bangladesh hope benefit objective appreciation un high commissioner human right michelle bachelet regarding achievement country despite challenge foreign ministry said government issued statement ahead scheduled visit bangladesh august government bangladesh warmly welcome first ever visit un high commissioner human right bangladesh closely working un field human right visit would important occasion highlight bangladesh national perspective government sincere effort protect promote human right people including updating domestic legal framework creating awareness sensitizing implementing agency read statement indeed important national context particular economic development amidst pandemic evolving crisis maintenance peace security people constraint like rohingya crisis adverse effect climate change taken due consideration assessing human right situation country visiting un high commissioner remains well aware plethora achievement bangladesh human right domain including treaty body reporting well mechanism apart meeting cabinet member government interact national human right commission youth representative cso leader academia tour dhaka would also pay homage bangabandhu memorial museum august bangladesh strongly hope chief un human right mechanism would witness country miracle keep track development journey integrating human right despite ongoing pandemic one country died starvation bangladesh country million could afford provide almost million home homeless million family receiving basic food essential supply social security protection program indeed bangladesh promoting basic human right like right food right accommodation right development etc people also mentionable fact one getting killed either shopping mall school worship place bangladesh top executive un human right body also opportunity interact forcibly displaced rohingya people trip cox bazar would equipped concrete information press hard agenda repatriation rohingya ancestral homeland e rakhine state myanmar government bangladesh firmly belief politicization human right agenda never help promoting protecting human right people therefore sincere dialogue cooperation pathway thus bangladesh strongly reject visible politically motivated effort corner mislead people showcasing upcoming visit un high commissioner occasion put undue pressure government indeed bangladesh responsible responsive member state un look forward constructive dialogue high commissioner promotion protection human right view continue enhance ongoing close engagement cooperation bangladesh un human right mechanism read statement,Bangladesh Post,1,343
1106,0.16,0.789,0.051,-0.9274,dengue number keep rising new dengue case reported ninety two people hospitalised dengue viral infection hour saturday morning case continued increase bangladesh eighty nine new patient admitted hospital dhaka three outside according directorate general health service dghs three hundred fifty five dengue patient including capital receiving treatment hospital across country year death toll mosquito borne viral disease rose thursday one death reported dhaka june dghs reported first death season viral disease july recorded dengue case nine death year dghs recorded dengue case recovery far,Bangladesh Post,-1,84
1107,0.098,0.859,0.044,-0.9201,dmp issue traffic guideline nat l mourning day dhaka metropolitan police dmp saturday issued guideline vehicular movement capital national mourning day august nation observe national mourning day august due respect formality occasion th martyrdom anniversary father nation bangabandhu sheikh mujibur rahman president prime minister minister people walk life pay homage bangabandhu sheikh mujibur rahman placing floral wreath portrait front bangabandhu memorial museum dhanmondi road day occasion vehicular movement restricted road around bangabandhu memorial museum dhanmondi road early morning monday said dmp press release ensure smooth movement people coming pay homage avoid traffic congestion dmp urged driver vehicle user road city bangabandhu memorial museum area follow dmp traffic guideline programme end day according dmp guideline russell square azimpur bound passenger vehicle coming gabtoli via mirpur road reach destination east end dhanmondi via sangkar jigatola science lab russell square bound passenger vehicle coming new market science lab go road number dhanmondi via jigatola sangkar russell square bound passenger vehicle coming rainbow crossing fdc diverted sonargaon crossing via bangla motor shahbagh invited guest general people coming pay respect bangabandhu memorial museum via manik mia avenue dhanmondi go road next metro shopping mall make left turn front ahsania mission reach dhanmondi vehicle national flag vehicle belonging pgr ssf fire service armed force police chief rank senior secretary secretary parked north west side road north side bridge road besides vehicle political leader including mp parked east west side road south side dhanmondi bridge vehicle law enforcement agency parked north side ahsania mission dmp sought cooperation maintain discipline movement avoid traffic jam national mourning day programme,Bangladesh Post,-1,260
1108,0.027,0.674,0.299,0.9903,credit card spending soar increasing living cost bb document credit card debt surged consumer struggle keep high cost living amid rising inflation price kind product including essential rise market people using credit card loan according latest data bangladesh bank bb credit card transaction increased per cent span one year credit card transaction june tk crore june amount transaction increased tk crore credit card transaction increased percent tk crore year said time number credit card country increased last year june number credit card country increased june besides people borrowed tk crore credit card june compared may year bb data review found third highest credit card transaction last three year june highest transaction credit card tk crore april second highest transaction tk crore march since november last year credit card transaction exceeded tk crore use credit card increased among middle fixed income group people,Bangladesh Post,1,142
1109,0.217,0.646,0.137,-0.9977,salman rushdie ventilator new york stabbing salman rushdie whose novel satanic verse drew death threat iran leader stabbed neck abdomen friday man rushed stage author give lecture western new york bloodied rushdie flown hospital underwent surgery agent andrew wylie said writer ventilator friday evening damaged liver severed nerve arm eye likely lose police identified attacker hadi matar fairview new jersey awaiting arraignment following arrest chautauqua institution nonprofit education center resort rushdie scheduled speak matar born decade satanic verse published motive attack unclear state police maj eugene staniszewski said rushdie novel viewed blasphemous many muslim saw character insult prophet muhammad among objection book banned iran late leader grand ayatollah ruhollah khomeini issued fatwa edict calling rushdie death iran theocratic government state run medium assigned rationale friday assault tehran iranian interviewed saturday associated press praised attack author believe tarnished islamic faith others worried would isolate country associated press reporter witnessed attacker confront rushdie stage stab punch time author introduced dr martin haskell physician among rushed help described rushdie wound serious recoverable event moderator henry reese co founder organization offer residency writer facing persecution also attacked reese suffered facial injury treated released hospital police said rushdie planned discus united state refuge writer artist exile state trooper county sheriff deputy assigned rushdie lecture state police said trooper made arrest attack longtime visitor center questioned tighter security event given decade threat rushdie bounty head offering million anyone killed rabbi charles savenor among roughly people audience amid gasp spectator ushered outdoor amphitheater assailant ran onto platform started pounding mr rushdie first like going became abundantly clear second beaten savenor said said attack lasted second another spectator kathleen james said attacker dressed black black mask thought perhaps part stunt show still lot controversy around author became evident second said matar like visitor obtained pas enter chautauqua institution acre ground michael hill institution president said suspect attorney public defender nathaniel barone said still gathering information declined comment matar home blocked authority stabbing reverberated tranquil town chautauqua united nation issued statement expressing u n secretary general antonio guterres horror stressing free expression opinion met violence iran mission united nation immediately respond request comment friday attack led evening news bulletin iranian state television white house national security advisor jake sullivan described attack reprehensible said biden administration wished rushdie quick recovery act violence appalling sullivan said statement thankful good citizen first responder helping mr rushdie quickly attack law enforcement swift effective work ongoing rushdie prominent spokesman free expression liberal cause literary world recoiled ian mcewan novelist rushdie friend described assault freedom thought speech salman inspirational defender persecuted writer journalist across world mcewan said statement fiery generous spirit man immense talent courage deterred pen america ceo suzanne nossel said organization know comparable act violence literary writer u rushdie president group advocate writer free expression publication satanic verse often violent protest erupted across muslim world rushdie born india muslim family least people killed riot book including people rushdie hometown mumbai japanese translator book stabbed death italian translator survived knife attack book norwegian publisher shot three time survived khomeini died year issued fatwa calling rushdie death iran current supreme leader ayatollah ali khamenei never issued fatwa withdrawing edict though iran recent year focused writer death threat bounty led rushdie go hiding british government protection program included round clock armed guard rushdie emerged nine year seclusion cautiously resumed public appearance maintaining outspoken criticism religious extremism overall said talk new york terrorism really art fear way defeat deciding afraid said anti rushdie sentiment lingered long khomeini decree index censorship organization promoting free expression said money raised boost reward killing recently associated press journalist went tehran office khordad foundation put million bounty rushdie found closed friday night iranian weekend one answered call listed telephone number rushdie published memoir joseph anton fatwa title came pseudonym rushdie used hiding rushdie rose prominence booker prize winning novel midnight child name became known around world satanic verse widely regarded one britain finest living writer rushdie knighted queen elizabeth ii earlier year made member order companion honor royal accolade people made major contribution art science public life tweet british prime minister boris johnson deplored rushdie attacked exercising right never cease defend chautauqua institution mile kilometer southwest buffalo rural corner new york served century place reflection spiritual guidance visitor pas metal detector undergo bag check people leave door century old cottage unlocked night center known summertime lecture series rushdie spoken evening vigil hundred resident visitor gathered prayer music long moment silence hate win one man shouted,Bangladesh Post,-1,743
1110,0.158,0.713,0.129,-0.9589,raid trump home top secret document seized fbi agent seized record marked top secret search former president donald trump florida estate according document made public friday probe includes possible violation u espionage act search warrant related material unsealed florida judge showed agent carted away significant number item raid ignited political firestorm already bitterly divided country warrant personally approved attorney general merrick garland authorized fbi search office reference th u president private office mar lago residence storage room directed seize document record illegally possessed violation three criminal statute including one falling espionage act make crime illegally obtain retain national security information trump weighing another white house run vehemently denounced fbi raid florida home claimed material confiscated search previously declassified need eize anything said statement truth social platform could anytime wanted without playing politics breaking mar lago legal expert cautioned warrant cite espionage act potential charge remain unclear trump necessarily suspected espionage espionage act encompasses ton crime nothing pying bradley moss national security lawyer said twitter unlawful storing information relating national defense orin kerr law professor university california berkeley agreed saying espionage act pretty broad law mishandling classified document espionage among record seized raid document marked top secret secret confidential paper marked sci sensitive compartmented information meaning meant viewed secure government facility fbi agent also seized binder photo handwritten note information president france grant clemency made trump roger stone ally former president according list justice department asked federal judge unseal search warrant friday barring objection trump year old trump block release complained victim unprecedented political weaponization law enforcement radical left democrat leading republican rallied around trump member party accused justice department fbi partisanship targeting ex president attack appeared direct response fbi search mar lago armed man tried storm fbi office cincinnati ohio thursday assailant shot dead police hour long standoff reportedly posted truth social hoped action would serve call arm garland thursday criticized called unfounded attack fbi justice department fbi director christopher wray trump appointee denounced violence threat law enforcement justice department typically confirm deny whether investigating someone garland took pain emphasize law applied fairly trump addition investigation business practice trump face legal scrutiny effort overturn result november election january attack u capitol supporter trump impeached historic second time house capitol riot charged inciting insurrection acquitted senate,Bangladesh Post,-1,375
1111,0.139,0.765,0.096,-0.959,bangabandhu killing commission trace mastermind soon law justice parliamentary affair minister anisul huq reiterated need form commission identify mastermind conspirator behind killing father nation bangabandhu sheikh mujibur rahman speaking function saturday said formation commission find conspirator behind assassination bangabandhu family member august finalised end year outline commission already prepared informed minister said speaking chief guest workshop labour appellate tribunal organised ministry labour employment hotel intercontinental capital title workshop establish pilot process classify case consultation judge labour court view addressing case backlog additional secretary ministry dr selina akhter presided function state minister labour employment begum mannujan sufian attorney general amin uddin secretary law justice division law ministry md golam sarwar chairman labour appeal tribunal justice md farooq ilo country director bangladesh tuomo poutiainen present special guest anisul huq said outline commission ready sent prime minister sheikh hasina pm give final approval making modification necessary replying question said prepared outline commission find conspirator behind killing bangabandhu sheikh mujibur rahman important decide constitution commission procedure referring delay due covid situation law minister said decision taken economic matter well discussion policymakers outline commission hope able discus issue within day may also able launch commission end year said regarding absconding accused killing bangabandhu said say anything detail accused outside country killed bangabandhu sheikh mujibur rahman family member brought back country go detail process bringing back also said continuing discussion bring back two accused whose location identified asked whether getting assistance bringing accused back anisul huq said received assistance would come far continue discus mean getting cooperation minister said awami league government regime cooperated regard faced many problem due inaction previously ran country problem solved one one want brought back soon possible majed quickly brought back brought back executed added also commented government also trying bring back tariq rahman sentenced august grenade attack case,Bangladesh Post,-1,298
1112,0.024,0.859,0.117,0.9606,swiss bank keep mum query say bangladesh bank bangladesh financial intelligence unit bfiu repeatedly sought information different country including switzerland money laundered bangladeshi said bangladesh bank bb response query saturday regarding recent statement swiss ambassador md serajul islam executive director spokesperson bb said bfiu repeatedly sought information different country various issue including illegal money transaction bangladesh kind initiative taken collect information money laundering country said adding bfiu country financial intelligence agency also sent several letter swiss bank sirajul islam said whenever need collect information bfiu collect information everywhere bfiu member egmont group financial intelligence unit fius international network fius foreign minister ak abdul momen thursday said bangladesh sought information deposit bangladeshi money swiss bank swiss side respond query momen said conversation issue bangladesh bank governor abdur rouf talukder finance secretary fatima yasmin thursday foreign minister said advised governor finance ministry come statement confusion arose following medium report quoting ambassador switzerland bangladesh nathalie chuard momen said true bangladesh seek information switzerland swiss envoy dcab talk wednesday said estimate deposit bangladeshi money swiss bank purely speculative conclusion drawn basis medium report responding question information exchange issue said switzerland really committed implementing international standard accordance international standard specific regulation agreement also country exchange type information said something developed said ambassador adding providing government information regarding reach agreement matter request submitted regarding particular funding,Bangladesh Post,1,220
